locid,label,x_pct,y_pct,w_pct,h_pct,rotation_deg
Layer 2 copy,Layer 2 copy,-0.0122,0,1,1,0
Layer 2,Layer 2,0,0,1,1,0
Layer 2 copy 10,Layer 2 copy 10,-0.0392,0.0013,1,1,0
rd26,rd26,0.2383,0.0066,0.0174,0.0097,0
rd25,rd25,0.254,0.0066,0.0174,0.0097,0
rd24,rd24,0.2697,0.0066,0.0174,0.0097,0
Layer 2 copy 9,Layer 2 copy 9,-0.0388,0.0075,1,1,0
Layer 2 copy 8,Layer 2 copy 8,-0.0397,0.0142,1,1,0
Layer 2 copy 6,Layer 2 copy 6,-0.0292,0.0208,1,1,0
Layer 2 copy 5,Layer 2 copy 5,-0.0214,0.0208,1,1,0
Layer 2 copy 4,Layer 2 copy 4,-0.0139,0.0208,1,1,0
Layer 2 copy 3,Layer 2 copy 3,-0.0078,0.0208,1,1,0
Layer 2 copy 2,Layer 2 copy 2,-0.0022,0.0208,1,1,0
Layer 2 copy 7,Layer 2 copy 7,-0.0405,0.0235,1,1,0
r14g2,r14g2,0.3089,0.0487,0.0174,0.0097,0
r13g2,r13g2,0.3499,0.0487,0.0174,0.0097,0
r12g2,r12g2,0.3908,0.0487,0.0174,0.0097,0
r11g2,r11g2,0.4305,0.0487,0.0174,0.0097,0
r14s3,r14s3,0.3059,0.0496,0.0048,0.0097,0
r14s4,r14s4,0.3251,0.0496,0.0048,0.0097,0
r13s3,r13s3,0.3468,0.0496,0.0048,0.0097,0
r13s4,r13s4,0.366,0.0496,0.0048,0.0097,0
r12s3,r12s3,0.3878,0.0496,0.0048,0.0097,0
r12s4,r12s4,0.407,0.0496,0.0048,0.0097,0
r11s3,r11s3,0.4275,0.0496,0.0048,0.0097,0
r11s4,r11s4,0.4466,0.0496,0.0048,0.0097,0
rd29,rd29,0.0492,0.0518,0.0222,0.0097,0
rd28,rd28,0.0702,0.0518,0.0227,0.0097,0
rd27,rd27,0.0915,0.0518,0.0222,0.0097,0
rd30,rd30,0.041,0.0522,0.0096,0.0243,0
r14b5,r14b5,0.3085,0.0571,0.0096,0.0221,0
r14b10,r14b10,0.3172,0.0571,0.0096,0.0221,0
r13b5,r13b5,0.3495,0.0571,0.0096,0.0221,0
r13b10,r13b10,0.3582,0.0571,0.0096,0.0221,0
r12b5,r12b5,0.3904,0.0571,0.0096,0.0221,0
r12b10,r12b10,0.3991,0.0571,0.0096,0.0221,0
r11b5,r11b5,0.4301,0.0571,0.0096,0.0221,0
r11b10,r11b10,0.4388,0.0571,0.0096,0.0221,0
c49,c49,0.5948,0.0717,0.0157,0.0111,0
c48,c48,0.6087,0.0717,0.0157,0.0111,0
c46,c46,0.6357,0.0717,0.0157,0.0111,0
c45,c45,0.6497,0.0717,0.0157,0.0111,0
c44,c44,0.6627,0.0717,0.0157,0.0106,0
c51,c51,0.5673,0.0721,0.0157,0.0106,0
c50,c50,0.5817,0.0721,0.0153,0.0111,0
c47,c47,0.6227,0.0721,0.0157,0.0111,0
f78,f78,0.5355,0.0726,0.0331,0.015,0
c43,c43,0.6776,0.0739,0.017,0.0146,157
rd31,rd31,0.041,0.0752,0.0096,0.0243,0
p124,p124,0.2174,0.0761,0.0209,0.015,0
p123,p123,0.2366,0.0761,0.0209,0.015,0
r14b4,r14b4,0.3085,0.0779,0.0096,0.0221,0
r14b9,r14b9,0.3172,0.0779,0.0096,0.0221,0
r13b4,r13b4,0.3495,0.0779,0.0096,0.0221,0
r13b9,r13b9,0.3582,0.0779,0.0096,0.0221,0
r12b4,r12b4,0.3904,0.0779,0.0096,0.0221,0
r12b9,r12b9,0.3991,0.0779,0.0096,0.0221,0
r11b4,r11b4,0.4301,0.0779,0.0096,0.0221,0
r11b9,r11b9,0.4388,0.0779,0.0096,0.0221,0
c42,c42,0.6893,0.0792,0.0166,0.0142,157
c41,c41,0.7007,0.0832,0.0166,0.0146,157
p30,p30,0.4688,0.0858,0.017,0.0217,0
p29,p29,0.4837,0.0858,0.017,0.0217,0
c40,c40,0.712,0.0885,0.017,0.0146,157
p126,p126,0.2174,0.0894,0.0209,0.015,0
p125,p125,0.2366,0.0894,0.0209,0.015,0
r14b3,r14b3,0.3085,0.0978,0.0096,0.0221,0
r14b8,r14b8,0.3172,0.0978,0.0096,0.0221,0
r13b3,r13b3,0.3495,0.0978,0.0096,0.0221,0
r13b8,r13b8,0.3582,0.0978,0.0096,0.0221,0
r12b3,r12b3,0.3904,0.0978,0.0096,0.0221,0
r12b8,r12b8,0.3991,0.0978,0.0096,0.0221,0
r11b3,r11b3,0.4301,0.0978,0.0096,0.0221,0
r11b8,r11b8,0.4388,0.0978,0.0096,0.0221,0
rd32,rd32,0.041,0.0982,0.0096,0.0243,0
p32,p32,0.4688,0.1053,0.017,0.0217,0
p31,p31,0.4837,0.1053,0.017,0.0217,0
c39,c39,0.7281,0.1058,0.0139,0.0173,-74
p129,p129,0.0902,0.1168,0.0153,0.0217,0
p128,p128,0.1033,0.1168,0.0153,0.0217,0
p127,p127,0.1168,0.1168,0.0153,0.0217,0
r15s4,r15s4,0.149,0.1173,0.0096,0.0044,0
r15s2,r15s2,0.2575,0.1173,0.0092,0.0044,0
c38,c38,0.732,0.1186,0.0135,0.0173,-74
r14b2,r14b2,0.3085,0.119,0.0096,0.0221,0
r14b7,r14b7,0.3172,0.119,0.0096,0.0221,0
r13b2,r13b2,0.3495,0.119,0.0096,0.0221,0
r13b7,r13b7,0.3582,0.119,0.0096,0.0221,0
r12b2,r12b2,0.3904,0.119,0.0096,0.0221,0
r12b7,r12b7,0.3991,0.119,0.0096,0.0221,0
r11b2,r11b2,0.4301,0.119,0.0096,0.0221,0
r11b7,r11b7,0.4388,0.119,0.0096,0.0221,0
r15g2,r15g2,0.1481,0.1204,0.0096,0.0181,0
r15b12,r15b12,0.1564,0.1204,0.0187,0.0093,0
r15b11,r15b11,0.173,0.1204,0.0183,0.0093,0
r15b10,r15b10,0.19,0.1204,0.0187,0.0093,0
r15b9,r15b9,0.2074,0.1204,0.0183,0.0093,0
r15b8,r15b8,0.224,0.1204,0.0183,0.0093,0
r15b7,r15b7,0.241,0.1204,0.0187,0.0093,0
r15g1,r15g1,0.258,0.1204,0.0096,0.0181,0
rd33,rd33,0.041,0.1208,0.0096,0.0243,0
p28,p28,0.6871,0.1274,0.0253,0.0252,-74
r15b6,r15b6,0.1564,0.1292,0.0187,0.0093,0
r15b5,r15b5,0.173,0.1292,0.0183,0.0093,0
r15b4,r15b4,0.19,0.1292,0.0187,0.0093,0
r15b3,r15b3,0.2074,0.1292,0.0183,0.0093,0
r15b2,r15b2,0.224,0.1292,0.0183,0.0093,0
r15b1,r15b1,0.241,0.1292,0.0187,0.0093,0
c37,c37,0.7359,0.1305,0.0135,0.0173,-74
r15s3,r15s3,0.149,0.1367,0.0096,0.0044,0
r15s1,r15s1,0.2575,0.1367,0.0092,0.0044,0
r14b1,r14b1,0.3085,0.1389,0.0096,0.0221,0
r14b6,r14b6,0.3172,0.1389,0.0096,0.0221,0
r13b1,r13b1,0.3495,0.1389,0.0096,0.0221,0
r13b6,r13b6,0.3582,0.1389,0.0096,0.0221,0
r12b1,r12b1,0.3904,0.1389,0.0096,0.0221,0
r12b6,r12b6,0.3991,0.1389,0.0096,0.0221,0
r11b1,r11b1,0.4301,0.1389,0.0096,0.0221,0
r11b6,r11b6,0.4388,0.1389,0.0096,0.0221,0
r10s4,r10s4,0.5686,0.1398,0.0105,0.0044,0
r10s2,r10s2,0.6545,0.1398,0.0105,0.0044,0
p34,p34,0.4688,0.1425,0.017,0.0217,0
p33,p33,0.4837,0.1425,0.017,0.0217,0
r10g2,r10g2,0.5673,0.1429,0.0109,0.0181,0
r10b10,r10b10,0.5769,0.1429,0.0148,0.0093,0
r10b9,r10b9,0.5904,0.1429,0.0144,0.0093,0
r10b8,r10b8,0.6031,0.1429,0.0144,0.0093,0
r10b7,r10b7,0.6161,0.1429,0.0148,0.0093,0
r10b6,r10b6,0.6288,0.1429,0.0148,0.0093,0
r10b5,r10b5,0.6418,0.1429,0.0148,0.0093,0
r10g1,r10g1,0.6549,0.1429,0.0109,0.0181,0
c36,c36,0.7394,0.1438,0.0139,0.0173,-74
p27,p27,0.6919,0.1447,0.0253,0.0252,-74
r10b4,r10b4,0.5769,0.1518,0.0214,0.0093,0
r10b3,r10b3,0.5969,0.1518,0.0209,0.0093,0
r10b2,r10b2,0.6157,0.1518,0.0214,0.0093,0
r10b1,r10b1,0.6357,0.1518,0.0209,0.0093,0
c35,c35,0.7425,0.1566,0.0139,0.0173,-74
r14s1,r14s1,0.3059,0.1593,0.0048,0.0097,0
r14s2,r14s2,0.3251,0.1593,0.0048,0.0097,0
r13s1,r13s1,0.3468,0.1593,0.0048,0.0097,0
r13s2,r13s2,0.366,0.1593,0.0048,0.0097,0
r12s1,r12s1,0.3878,0.1593,0.0048,0.0097,0
r12s2,r12s2,0.407,0.1593,0.0048,0.0097,0
r11s1,r11s1,0.4275,0.1593,0.0048,0.0097,0
r11s2,r11s2,0.4466,0.1593,0.0048,0.0097,0
r10s3,r10s3,0.5686,0.1593,0.0105,0.0044,0
r10s1,r10s1,0.6545,0.1593,0.0105,0.0044,0
rd34,rd34,0.041,0.1597,0.0096,0.0208,0
r14g1,r14g1,0.3089,0.1597,0.0174,0.0097,0
r13g1,r13g1,0.3499,0.1597,0.0174,0.0097,0
r12g1,r12g1,0.3908,0.1597,0.0174,0.0097,0
r11g1,r11g1,0.4305,0.1597,0.0174,0.0097,0
r16s4,r16s4,0.1002,0.1602,0.0096,0.0044,0
r16s2,r16s2,0.2575,0.1602,0.0092,0.0044,0
p36,p36,0.4688,0.1619,0.017,0.0217,0
p35,p35,0.4837,0.1619,0.017,0.0217,0
r16b15,r16b15,0.1577,0.1628,0.0187,0.0097,0
r16b14,r16b14,0.1743,0.1628,0.0192,0.0097,0
r16g2,r16g2,0.0993,0.1633,0.0096,0.0181,0
r16b18,r16b18,0.1076,0.1633,0.0183,0.0093,0
r16b17,r16b17,0.1246,0.1633,0.0183,0.0093,0
r16b16,r16b16,0.1407,0.1633,0.0183,0.0093,0
r16b13,r16b13,0.1917,0.1633,0.0179,0.0093,0
r16b12,r16b12,0.2078,0.1633,0.0183,0.0093,0
r16b11,r16b11,0.2244,0.1633,0.0183,0.0093,0
r16b10,r16b10,0.241,0.1633,0.0183,0.0093,0
r16g1,r16g1,0.258,0.1633,0.0096,0.0181,0
c34,c34,0.7464,0.1686,0.0139,0.0173,-74
r16b6,r16b6,0.1577,0.1717,0.0187,0.0093,0
r16b5,r16b5,0.1743,0.1717,0.0192,0.0093,0
p26,p26,0.7015,0.1717,0.0253,0.0252,-74
r16b9,r16b9,0.1076,0.1721,0.0183,0.0093,0
r16b8,r16b8,0.1246,0.1721,0.0183,0.0093,0
r16b7,r16b7,0.1407,0.1721,0.0183,0.0093,0
r16b4,r16b4,0.1917,0.1721,0.0179,0.0093,0
r16b3,r16b3,0.2078,0.1721,0.0183,0.0093,0
r16b2,r16b2,0.2244,0.1721,0.0183,0.0093,0
r16b1,r16b1,0.241,0.1721,0.0183,0.0093,0
rd35,rd35,0.041,0.1792,0.0096,0.0204,0
r16s3,r16s3,0.1002,0.1796,0.0096,0.0044,0
r16s1,r16s1,0.2575,0.1796,0.0092,0.0044,0
cs6,cs6,0.5224,0.1801,0.0327,0.0292,0
c33,c33,0.7503,0.1814,0.0135,0.0173,-74
r9s4,r9s4,0.5686,0.1819,0.0118,0.0044,0
r9s2,r9s2,0.6632,0.1819,0.0118,0.0044,0
r9g2,r9g2,0.5678,0.185,0.0113,0.0181,0
r9b8,r9b8,0.5782,0.185,0.0231,0.0093,0
r9b7,r9b7,0.6,0.185,0.0231,0.0093,0
r9b6,r9b6,0.6209,0.185,0.0231,0.0093,0
r9b5,r9b5,0.6427,0.185,0.0231,0.0093,0
r9g1,r9g1,0.6641,0.185,0.0113,0.0181,0
p25,p25,0.7063,0.1889,0.0253,0.0252,-74
c32,c32,0.7542,0.1934,0.0135,0.0173,-74
r9b4,r9b4,0.5782,0.1938,0.0231,0.0093,0
r9b3,r9b3,0.6,0.1938,0.0231,0.0093,0
r9b2,r9b2,0.6209,0.1938,0.0231,0.0093,0
r9b1,r9b1,0.6427,0.1938,0.0231,0.0093,0
rd36,rd36,0.041,0.1982,0.0096,0.0204,0
p130,p130,0.2985,0.1996,0.017,0.0217,0
p50,p50,0.339,0.1996,0.017,0.0217,0
p49,p49,0.3538,0.1996,0.017,0.0217,0
p46,p46,0.3887,0.1996,0.017,0.0217,0
p45,p45,0.4035,0.1996,0.017,0.0217,0
p42,p42,0.4383,0.1996,0.017,0.0217,0
p41,p41,0.4532,0.1996,0.017,0.0217,0
p38,p38,0.4893,0.1996,0.017,0.0217,0
p37,p37,0.5041,0.1996,0.017,0.0217,0
r17s4,r17s4,0.1002,0.2009,0.0096,0.0044,0
r17s2,r17s2,0.2575,0.2009,0.0092,0.0044,0
r9s3,r9s3,0.5686,0.2013,0.0118,0.0044,0
r9s1,r9s1,0.6632,0.2013,0.0118,0.0044,0
r17g2,r17g2,0.0993,0.204,0.0096,0.0181,0
r17b17,r17b17,0.1076,0.204,0.02,0.0097,0
r17b16,r17b16,0.1255,0.204,0.0205,0.0097,0
r17b15,r17b15,0.1447,0.204,0.0214,0.0093,0
r17b14,r17b14,0.1638,0.204,0.0209,0.0093,0
r17b13,r17b13,0.183,0.204,0.0205,0.0097,0
r17b12,r17b12,0.2017,0.204,0.0205,0.0097,0
r17b11,r17b11,0.22,0.204,0.0205,0.0097,0
r17b10,r17b10,0.2392,0.204,0.02,0.0097,0
r17g1,r17g1,0.258,0.204,0.0096,0.0181,0
c31,c31,0.7577,0.2066,0.0139,0.0173,-74
r17b6,r17b6,0.1577,0.2124,0.0187,0.0093,0
r17b5,r17b5,0.1743,0.2124,0.0192,0.0093,0
r17b9,r17b9,0.1076,0.2128,0.0183,0.0093,0
r17b8,r17b8,0.1246,0.2128,0.0183,0.0093,0
r17b7,r17b7,0.1407,0.2128,0.0183,0.0093,0
r17b4,r17b4,0.1917,0.2128,0.0179,0.0093,0
r17b3,r17b3,0.2078,0.2128,0.0183,0.0093,0
r17b2,r17b2,0.2244,0.2128,0.0183,0.0093,0
r17b1,r17b1,0.241,0.2128,0.0183,0.0093,0
rd37,rd37,0.041,0.2168,0.0096,0.0208,0
p131,p131,0.2985,0.219,0.017,0.0217,0
p52,p52,0.339,0.219,0.017,0.0217,0
p51,p51,0.3538,0.219,0.017,0.0217,0
p48,p48,0.3887,0.219,0.017,0.0217,0
p47,p47,0.4035,0.219,0.017,0.0217,0
p44,p44,0.4383,0.219,0.017,0.0217,0
p43,p43,0.4532,0.219,0.017,0.0217,0
p40,p40,0.4893,0.219,0.017,0.0217,0
p39,p39,0.5041,0.219,0.017,0.0217,0
c30,c30,0.7612,0.2195,0.0139,0.0173,-74
r17s3,r17s3,0.1002,0.2204,0.0096,0.0044,0
r17s1,r17s1,0.2575,0.2204,0.0092,0.0044,0
p24,p24,0.7155,0.2208,0.0253,0.0257,-74
r8s4,r8s4,0.5686,0.2243,0.0096,0.0044,0
r8s2,r8s2,0.6771,0.2243,0.0092,0.0044,0
r8g2,r8g2,0.5678,0.2274,0.0096,0.0181,0
r8b12,r8b12,0.576,0.2274,0.0187,0.0093,0
r8b11,r8b11,0.5926,0.2274,0.0183,0.0093,0
r8b10,r8b10,0.6096,0.2274,0.0187,0.0093,0
r8b9,r8b9,0.627,0.2274,0.0183,0.0093,0
r8b8,r8b8,0.6436,0.2274,0.0183,0.0093,0
r8b7,r8b7,0.6606,0.2274,0.0187,0.0093,0
r8g1,r8g1,0.6776,0.2274,0.0096,0.0181,0
c29,c29,0.7651,0.2314,0.0139,0.0173,-74
rd38,rd38,0.041,0.2358,0.0096,0.0389,0
r8b6,r8b6,0.576,0.2363,0.0187,0.0093,0
r8b5,r8b5,0.5926,0.2363,0.0183,0.0093,0
r8b4,r8b4,0.6096,0.2363,0.0187,0.0093,0
r8b3,r8b3,0.627,0.2363,0.0183,0.0093,0
r8b2,r8b2,0.6436,0.2363,0.0183,0.0093,0
r8b1,r8b1,0.6606,0.2363,0.0187,0.0093,0
p23,p23,0.7203,0.2389,0.0257,0.0252,-74
r18s4,r18s4,0.1002,0.2407,0.0096,0.0044,0
r18s2,r18s2,0.2575,0.2407,0.0092,0.0044,0
r18b14,r18b14,0.1573,0.2434,0.0187,0.0097,0
r18b13,r18b13,0.1743,0.2434,0.0187,0.0097,0
r18g2,r18g2,0.0993,0.2438,0.0096,0.0181,0
r18b17,r18b17,0.1072,0.2438,0.0187,0.0097,0
r18b16,r18b16,0.1242,0.2438,0.0183,0.0097,0
r18b15,r18b15,0.1403,0.2438,0.0183,0.0097,0
r18b12,r18b12,0.1913,0.2438,0.0183,0.0097,0
r18b11,r18b11,0.2078,0.2438,0.0183,0.0097,0
r18b10,r18b10,0.224,0.2438,0.0187,0.0097,0
r18b9,r18b9,0.241,0.2438,0.0187,0.0097,0
r18g1,r18g1,0.258,0.2438,0.0096,0.0181,0
r8s3,r8s3,0.5686,0.2438,0.0096,0.0044,0
r8s1,r8s1,0.6771,0.2438,0.0092,0.0044,0
c28,c28,0.7691,0.2442,0.0135,0.0173,-74
p132,p132,0.2985,0.2504,0.017,0.0217,0
p66,p66,0.339,0.2504,0.017,0.0217,0
p65,p65,0.3538,0.2504,0.017,0.0217,0
p62,p62,0.3887,0.2504,0.017,0.0217,0
p61,p61,0.4035,0.2504,0.017,0.0217,0
p58,p58,0.4383,0.2504,0.017,0.0217,0
p57,p57,0.4532,0.2504,0.017,0.0217,0
p54,p54,0.4893,0.2504,0.017,0.0217,0
p53,p53,0.5041,0.2504,0.017,0.0217,0
r18b5,r18b5,0.1577,0.2522,0.0187,0.0093,0
r18b4,r18b4,0.1743,0.2522,0.0192,0.0093,0
r18b8,r18b8,0.1076,0.2527,0.0183,0.0093,0
r18b7,r18b7,0.1246,0.2527,0.0183,0.0093,0
r18b6,r18b6,0.1407,0.2527,0.0183,0.0093,0
r18b3,r18b3,0.1917,0.2527,0.0179,0.0093,0
r18b2,r18b2,0.2083,0.2527,0.034,0.0093,0
r18b1,r18b1,0.241,0.2527,0.0183,0.0093,0
c27,c27,0.773,0.2562,0.0135,0.0173,-74
p22,p22,0.7255,0.2571,0.0257,0.0252,-74
r18s3,r18s3,0.1002,0.2602,0.0096,0.0044,0
r18s1,r18s1,0.2575,0.2602,0.0092,0.0044,0
r7s4,r7s4,0.5691,0.2659,0.0109,0.0049,0
r7s2,r7s2,0.6889,0.2659,0.0109,0.0049,0
r7g2,r7g2,0.5678,0.2695,0.0113,0.0177,0
r7b8,r7b8,0.5778,0.2695,0.0235,0.0093,0
r7b7,r7b7,0.6004,0.2695,0.0235,0.0093,0
r7b6,r7b6,0.6218,0.2695,0.0244,0.0093,0
r7b5,r7b5,0.6449,0.2695,0.0235,0.0093,0
r7b4,r7b4,0.6675,0.2695,0.0235,0.0093,0
r7g1,r7g1,0.6893,0.2695,0.0113,0.0177,0
